community_score,community_score_phrase,description,developers,genres,ign_score,ign_score_phrase,platforms,price,publisher,rating_category,rating_content,related_games,release_date,review_link,title,url
8.4,Great,"Street Fighter Collection 2 lets you relive the early days of the modern fighting game. The collection includes the original Street Fighter II as well as two of its sequels: Street Fighter II: Championship Edition and Street Fighter II Turbo: Hyper Fighting. All three games retain their classic arcade gameplay that will remind you of days past. The fireballs, throws, and combinations that are staple of the Street Fighter series are included, as well as unique endings for each character in each of the games.",Capcom,Fighting,8.4,Great,PS Saturn,45.99 USD,Capcom,T for Teen,Animated Violence,"http://www.ign.com/games/street-fighter-alpha/ps-181,http://www.ign.com/games/digimon-world-2/ps-16355,http://www.ign.com/games/tekken-3/ps-2294,http://www.ign.com/games/playstation-underground-jampack-vol-1/ps-8847,http://www.ign.com/games/arcade-party-pak/ps-11812,http://www.ign.com/games/playstation-underground-jampack-winter-99/ps-13485,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","November 19, 1998",http://psx.ign.com/articles/153/153863p1.html,Street Fighter Collection 2,http://www.ign.com/games/street-fighter-collection-2/ps-3863
7.5,Good,"At the beginning of KARTIA, you must choose to play as the pious daughter of a high priest or as a free knight searching for purpose. Both characters have unique stories and endings. However, there is some crossover between both plots. The vast majority of the gameplay focuses on the use of a magical set of cards, which can provide useful resources, labor, weapons, and magic spells. Throughout the game the player will receive new cards that can be combined with older cards, thus creating more powerful and creative abilities. Along the way players will have to think about how to use these abilities to gain tactical advantages. Characters designed by Yoshitaka Amano (FINAL FANTASY) inhabit 3D battlefields that can be rotated for the best view. With two separate quests and a large number of abilities to discover, KARTIA will keep the player busy for quite some time.",Atlus,RPG,8.0,Great,PS,49.99 USD,Atlus,E for Everyone,"Animated Violence, Mild Language","http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Aug 18, 1998",http://psx.ign.com/articles/152/152256p1.html,Kartia,http://www.ign.com/games/kartia-141842/ps-2256
6.5,Okay,"They said it couldn't be done, but they were wrong: a new and improved Asteroids that is just as addictive as the original. The classic shooter has been converted into a 3D space shooter with tons of features, like mind-blowing 3D graphics, innovative cutscenes, and intense special effects. Another improvement over the original is the dynamic weapon arsenal: laser nets, repulser shields, and shockwaves to name a few. The new Asteroids, however, uses the same style of gameplay as the original, along with similar sound effects. This is nostalgia at its best. But with all the new weapons, gameplay styles, and enemies, this game has replay value that makes it stand out from the original. Asteroids is made for the nostalgia gamer that misses the '70s, as well as new gamers who want a taste of the old days.",LTI Gray Matter,Action,6.8,Okay,PC PS Mac GBC,55.99 USD,Activision,E for Everyone,"Mild Animated Violence, Mild Realistic Violence","http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Nov 11, 1998",http://pc.ign.com/articles/160/160495p1.html,Asteroids,http://www.ign.com/games/asteroids/pc-10495
6.8,Okay,This 1998 version of the popular trivia show featured host Alex Trebek challing players with the answers to over 3500 questions.,Artech Studios,Trivia,7.4,Good,PC Mac PS,,Hasbro Interactive,,,"http://www.ign.com/games/who-wants-to-be-a-millionaire-2nd-edition-uk/pc-832835,http://www.ign.com/games/you-dont-know-jack/pc-100236,http://www.ign.com/games/who-wants-to-be-a-millionaire-1999/pc-13563,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","October 28, 1998",http://pc.ign.com/articles/160/160558p1.html,Jeopardy! [1998],http://www.ign.com/games/jeopardy-1998-807664/pc-10558
7.8,Good,"If you think you're ready for a world of incredible adventure, then grab a copy of TOMB RAIDER III: Adventures of Lara Croft for the PlayStation. In this exciting third installment of the TOMB RAIDER series, you'll swim, jump, crawl, climb, sprint, dive, roll, and shoot your way across the globe. You'll explore teeming jungles, London rooftops, the icy wastes of Antarctica and Nevada's infamous Area 51. Once again you play the role of Lara Croft, who has many new moves, including the monkey swing. You can also drive new vehicles including a kayak, ATV, and a snowmobile. Collect scattered pieces and attempt to uncover the frightening mystery of an ancient meteor, rumored to have amazing life-giving powers. Wade into battle with your lethal arsenal of weapons that includes pistols, hefty magnums, powerful shotguns, and machine guns. Fight swarms of wily henchmen, vicious piranhas, monkeys, and the now infamous T-Rex, in your dangerous quest of puzzle solving, action, and discovery.",CORE Design Limited,Adventure,8.0,Great,PS PC Mac PS3 PSP,28.99 USD,Eidos Interactive,T for Teen,"Animated Blood, Animated Violence","http://www.ign.com/games/silent-hill/ps-3982,http://www.ign.com/games/dino-crisis/ps-11235,http://www.ign.com/games/oddworld-abes-oddysee/ps-2094,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Nov 24, 1998",http://psx.ign.com/articles/155/155468p1.html,Tomb Raider III: Adventures of Lara Croft,http://www.ign.com/games/tomb-raider-3-adventures-of-lara-croft/ps-5468
6.7,Okay,"Your mission is to destroy the enemy by any means necessary. If you fail, the world as we know it may come to an end. You'll be fighting through seven intense levels as you try to reach the evil enemy and bring safety to your city. Whether you journey to undiscovered alien worlds or battle at the end of the earth, it's all here. Have no fear though, as you'll have a huge array of weapons to choose from: multi-phase pulse rifles, overwhelming shock weapons, and magnetic bolt accelerators, just to name a few. Each weapon will serve its own purpose in destroying the mutant race. If you can't do it alone, then join up with a friend in the Two-Player Cooperative mode. The Two-Player mode offers more mutants, different routes, and insane challenges behind every door. No matter how you play this game though, you'll be in for some action-packed fun.",Candle Light Studios,Action,5.5,Mediocre,PS N64,38.99 USD,Midway  Games,T for Teen,Animated Violence,"http://www.ign.com/games/metal-gear-solid/ps-569,http://www.ign.com/games/resident-evil-3-nemesis/ps-11482,http://www.ign.com/games/resident-evil-2/ps-504,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Nov 18, 1998",http://psx.ign.com/articles/153/153925p1.html,Assault: Retribution,http://www.ign.com/games/assault-108436/ps-3925
7.7,Good,"APOCALYPSE is now. An evil man, who wishes to unleash chaos and plague across the world, has summoned the harbingers of doom--the four horsemen. That's where Trey Kincaide comes in. Kincaide, a vicious convict, is the only man that can stop this evil. He is played by Bruce Willis, everyone's favorite star of the DIE HARD movies. You'd think this was a setup for a movie right? But it's not; this is a PlayStation game that will never see the big screen. Visually, APOCALYPSE is overwhelming. The graphics are clean and crisp, and the character models are beautifully rendered. It also features several gorgeous cutscenes that help enhance the story. The levels, while not being terribly difficult, are massive, and there is what seems to be an endless array of levels to play. This game is a must for any fan of great action movies or games.",Neversoft Entertainment,Action,7.0,Good,PS,28.99 USD,Activision,T for Teen,"Animated Blood and Gore, Animated Violence, Mild Language","http://www.ign.com/games/metal-gear-solid/ps-569,http://www.ign.com/games/resident-evil-3-nemesis/ps-11482,http://www.ign.com/games/resident-evil-2/ps-504,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Nov 17, 1998",http://psx.ign.com/articles/152/152019p1.html,Apocalypse,http://www.ign.com/games/apocalypse/ps-2019
5.8,Mediocre,"This epic story follows an outcast ant named Flik through his trials and triumphs as he tries to save his colony from a vicious gang of grasshoppers, led by the evil Hopper. The game features cinematic scenes taken straight from the movie, adding a whole new level to the gaming experience. Also taken from the film are sound effects, score samples, and celebrity personas. Be ready to be left in awe after playing this gaming masterpiece. A BUG'S LIFE also offers 15 plush 3D environments, each of which are fully interactive and just waiting to be explored. To get through these intense levels you'll have to swing, slide, and fly your way past the enemies and into glory. Finally, the game offers a chance to interact with a wide variety of characters, each with its own personality. You will even be able to chat with your favorite characters from the movie. If you loved the movie, or just love to game, then this title is a must buy!",Traveller's Tales,Platformer,4.0,Bad,PS GBC PC PS3 PSP N64 PC,24.99 USD,"Sony Computer Entertainment, Disney Interactive Studios",E for Everyone,No Descriptors,"http://www.ign.com/games/crash-bandicoot/ps-603,http://www.ign.com/games/crash-bandicoot-warped/ps-3919,http://www.ign.com/games/crash-bandicoot-2-cortex-strikes-back/ps-2037,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673","Nov 18, 1998",http://psx.ign.com/articles/160/160232p1.html,A Bug's Life,http://www.ign.com/games/a-bugs-life/ps-10232
7.3,Good,"Blood II: The Chosen takes place the year 2028, 100 years after the events taking place in Blood. The Cabal, the cult dedicated to the worship of the Dark God Tchernobog, has become a massive corporation with influences in every major economic sector. Play either Caleb or one of the other three Chosen characters as you strive to oust the doings of Cabal from Earth. Over thirty weapons are present in Blood 2 such as the Mac-20 Sub-Machine Gun or Car-15 Assault Rifle. Twenty-five different levels covering a variety of locations and enemies new and old add to the action. Blood 2: The Chosen takes advantage of the LithTech 3D engine.",Monolith Productions,Action,6.2,Okay,PC,44.99 USD,GT Interactive,M for Mature,"Blood, Gore, Animated Violence","http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Nov 20, 1998",http://pc.ign.com/articles/153/153525p1.html,Blood II: The Chosen,http://www.ign.com/games/blood-ii-the-chosen/pc-3525
7.7,Good,"For those who haven't played Extreme-G, up to four players take control of futuristic, magnetic bikes and race against one another on a variety of planets. While racing is at the heart of the game, there are so many weapons and power-ups that shooting and destruction also become a major part of the gameplay experience. Developer Probe invested a lot of time to add plenty of features, improve the Battle Mode, and up the top-speed of bikes to Wipeout proportions. You can even break the sound barrier and hear a sonic boom that then drowns out all other audio until you slow down below Mach 1. There are 12 different tracks, each with 3 variations, an improved Battle Mode with slow-moving tanks, a multiplayer Cup (up to 16 players compete in two-player split-screen competitions), as well as a contest mode with three cups, three difficulties, plus an added Duel Challenge.",Probe,Racing,6.9,Okay,N64 PC,28.99 USD,Acclaim Entertainment,E for Everyone,Mild Animated Violence,"http://www.ign.com/games/mario-kart-64/n64-502,http://www.ign.com/games/diddy-kong-racing/n64-2146,http://www.ign.com/games/f-zero-x/n64-418,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933","November 18, 1998",http://ign64.ign.com/articles/153/153788p1.html,Extreme-G 2,http://www.ign.com/games/extreme-g-2/n64-3788
6.9,Okay,"Enter the world of the Wee People and do your best to save them from the QueenPede, who will stop at nothing to destroy this peaceful race of humanoids. In this remake of the classic Atari game, players take the role of Wally, the village's humble bean counter, as he is quickly recruited to man the village bug shooter and sent off to save the colony from the ruthless QueenPede and her destructive subjects -- the spiders, scorpions, and fleas -- as she sets out to conquer the peaceful wee people. Work your way through all-new 3D worlds with new weapons and skills. And if you're really good, you might just discover the original Centipede.",Leaping Lizard Software,Action,7.6,Good,PC DC Mac PS PSP PS3,19.99 USD,Hasbro Interactive,E for Everyone,Mild Violence,"http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505","Nov 4, 1998",http://pc.ign.com/articles/159/159943p1.html,Centipede [1999],http://www.ign.com/games/centipede-1999/pc-9943
